Site,Year,Plant.ID,Block,Treatment,obs,time,elapsed,date,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
S16,2016,212,4,W,93,1532100749,8797.9,20180720 10:32:29,1532100737,0.007377044,10.5132888,400.0130323,360.2585625,36.61168726,40.65178059,0.578628949,3.439439433,0.529485859,0.334995471,193.7339976,26.34523336,25.91880645,3.358080823,55.26013547,1.97935988,3.581894729,1.378720943,-325.3276406,202.8942876,12.66301057,83.96365526,-0.042060747,0.047216873,3.513248675,0,0,1,0,53631.68669,0,0,0,0,#DIV/0!,-1,RECT-1959-20180720-10_34_02,213.9084615,236.459,0.095367647,0.5,1009.180761,10.5132888,48.12159734,1,0.01140855,-1,-,0,236.459,0.095367647,#DIV/0!,0.095367647,#DIV/0!,-,-,-,-,-,-,-,-,1199.997419,1009.180761,0.840985776,0.191971553,2,0.5,0: Broadleaf,1532100737,400.0130323,413.4658065,19.47687742,12.24965484,200.1699032,101.4261935,0.199946871,27.01300645,25.91880645,999.9,10000.52677,0,0.00152894,1199.997419,0.967002548,0.032997474,0,210.6318387,4.99999,4821.045161,11997.62258,45.58016129,47.675,46.657,47.06403226,47.69106452,1155.566452,39.43096774,0,2.900000095,213.9084615,18.94077475,28833.68784,8305.369615,15,1532100108,10:21:47,3,2.346,-0.003,412,13,0.18,0.01,-13.46179512,-0.023581882,0.069322101,1,7.226553171,0.016503554,0.008952569,1,2,2,02-Feb,100,100,2.346,-0.003,2,182.866,493.004,21.32,28.9667,30.0032,28.8672,28.784,15.3386,42.3672,0,21.0521,413.559,12.2373,100.478,100.55,,,,
S16,2016,213,3,D,214,1531163391,18195.9,20180709 14:09:51,1531163383,0.009339798,18.1812393,399.9608642,348.9188384,35.5547426,40.75591231,0.749116028,3.454314748,0.669199684,0.42471731,193.7338736,25.87902706,25.31502903,3.239889841,51.83500443,1.853250435,3.575287502,1.386639406,-411.885099,310.3584659,19.22542215,111.4326627,-0.042292796,0.047477369,3.528531195,2,1,1,0,53970,0,0,0,0,0,-1,RECT-1859-20180709-14_11_19,381.335,472.141,0.192328139,0.5,1009.180452,18.1812393,97.04689922,0,0.019006749,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1199.997097,1009.180452,0.840985744,0.191971489,2,0.5,0: Broadleaf,1531163383,399.960871,421.8574839,18.18699677,9.025504839,200.1843226,101.7998065,0.099944132,26.98157097,25.31502903,999.9,10018.79452,0,0.00152894,1199.997097,0.967003032,0.032996781,0,381.7139032,4.99999,6339.180323,11997.61935,47.375,49.687,48.534,48.683,49.375,1155.567419,39.42967742,0,181.3,381.335,-54.70105987,-1157.401027,6330.343077,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-21.91754634,0.391536585,0.065234228,1,260.8812941,-0.265527114,0.17813074,1,9.16636878,-0.109464251,0.010855957,0,1,2,02-Jan,100,100,-0.257,-0.036,2,183.529,464.241,19.8842,31.3783,29.9996,31.2677,31.1709,15.2253,73.307,0,19.9088,421.72,8.9751,99.9064,99.9724
S16,2016,213,3,D,215,1531163395,18199.4,20180709 14:09:54,1531163384,0.009338424,18.16851462,399.9664449,348.7109718,35.53354009,40.75645693,0.745157647,3.453680088,0.666023123,0.422671897,193.7357481,25.88190245,25.34686129,3.246029074,51.82029109,1.853023519,3.575864743,1.393005555,-411.8244774,304.8861783,18.89317774,105.6906267,-0.042282886,0.047466244,3.527879145,2,1,1,0,53740,0,0,0,0,0,-1,RECT-1860-20180709-14_11_23,385.3162692,467.457,0.17571826,0.5,1009.189974,18.16851462,88.66655325,0,0.018993961,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1200.008387,1009.189974,0.840985767,0.191971535,2,0.5,0: Broadleaf,1531163384,399.9664516,421.8481935,18.18478065,9.025311613,200.1995161,101.7997097,0.09998079,26.98431935,25.34686129,999.9,10016.45645,0,0.00152894,1200.008387,0.967002452,0.032997406,0,380.5865161,4.99999,6320.546129,11997.73226,47.377,49.68903226,48.534,48.683,49.375,1155.577419,39.43096774,0,2.699999809,385.3162692,61.60402919,53485.0831,9668.740385,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-21.87695366,0.448310801,0.068951684,1,260.8812941,-0.265527114,0.17813074,1,9.160813902,-0.104532334,0.010350719,0,1,2,02-Jan,100,100,-0.257,-0.036,2,183.903,464.137,19.9022,31.382,29.9999,31.2718,31.1743,15.2283,73.307,0,19.9247,421.898,8.97413,99.9059,99.9727
S16,2016,213,3,D,216,1531163399,18203.9,20180709 14:09:59,1531163387,0.009342242,18.16288389,399.9659933,347.2145064,35.38101159,40.75636583,0.721547614,3.453601464,0.647079231,0.410472873,193.7343007,25.9017434,25.56007097,3.287411777,51.76616321,1.853340974,3.580216997,1.434070803,-411.9928703,269.0375543,16.69162472,67.47060943,-0.042281659,0.047464866,3.527798367,2,1,1,0,53757,0,0,0,0,0,-1,RECT-1861-20180709-14_11_27,387.5864231,458.857,0.155321978,0.5,1009.182871,18.16288389,78.37413991,0,0.018988515,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1200,1009.182871,0.840985726,0.191971452,2,0.5,0: Broadleaf,1531163387,399.966,421.8451613,18.18791613,9.024093226,200.1855806,101.7996129,0.099964848,27.00502903,25.56007097,999.9,10016.17516,0,0.00152894,1200,0.967003903,0.032995997,0,377.6030323,4.99999,6272.463548,11997.65806,47.41732258,49.69309677,48.538,48.687,49.383,1155.570968,39.42903226,0,3.700000048,387.5864231,35.76605799,48343.00319,12966.70038,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-21.85100244,0.469321254,0.076269268,1,260.8812941,-0.265527114,0.17813074,1,9.159901951,0.017609477,0.017756589,1,2,2,02-Feb,100,100,-0.257,-0.036,2,183.713,464.214,19.9233,31.3865,30.0001,31.2773,31.1798,15.2339,73.5786,0,19.8974,421.944,8.91585,99.9055,99.9721
S16,2016,213,3,W,172,1531586468,13789,20180714 11:41:08,1531586460,0.004194129,9.070075764,400.0833226,334.326373,33.83903735,40.49466506,0.267723814,3.43050688,0.256634298,0.161354508,193.7318283,27.02922989,26.77444194,3.532017744,53.76061582,1.922440055,3.575926402,1.609577689,-184.9610869,38.87017197,2.442361142,50.08327451,-0.041921626,0.047060698,3.504071989,0,0,1,0,53459.88999,0,0,0,0,#DIV/0!,-1,RECT-301-20180714-11_42_38,221.4423077,247.841,0.10651463,0.5,1009.166942,9.070075764,53.7455215,1,0.009978602,-1,-,0,247.841,0.10651463,#DIV/0!,0.10651463,#DIV/0!,-,-,-,-,-,-,-,-,1199.980645,1009.166942,0.840986016,0.191972032,2,0.5,0: Broadleaf,1531586460,400.0833226,410.8222903,18.99351935,14.88253871,200.1696452,101.1155806,0.099998152,26.9846129,26.77444194,999.9,9998.067419,0,0.00152894,1199.980645,0.966993774,0.033006639,0,221.5812903,4.99999,4257.310323,11997.40968,47.812,49.82825806,48.933,49.312,49.75,1155.540645,39.44,0,177.5999999,221.4423077,-22.93251278,-372.0129908,4254.936923,15,1531585797,11:29:56,6,2.39,0.001,417,14,0.23,0.02,-10.76584634,0.28570662,0.063829919,1,263.7917941,-5.608917491,0.579827904,0,4.111376341,0.081487526,0.021668504,1,2,2,02-Feb,100,100,2.39,0.001,2,184.212,473.642,19.3597,31.9789,29.9999,31.912,31.8354,15.193,41.9208,0,19.3626,410.719,15.0004,99.9819,100.047
S16,2016,213,3,W,173,1531586472,13792.5,20180714 11:41:11,1531586461,0.00419687,9.06610127,400.0826774,334.1863188,33.8248973,40.4946424,0.267052293,3.430188975,0.256016128,0.160963631,193.7335945,27.0322986,26.80145161,3.537634082,53.7693104,1.923165608,3.576697551,1.614468474,-185.0819791,34.55058084,2.171479114,45.37367538,-0.041916678,0.047055143,3.503745401,0,0,1,0,53453.1854,0,0,0,0,#DIV/0!,-1,RECT-302-20180714-11_42_42,222.1426538,245.707,0.095904252,0.5,1009.176407,9.06610127,48.39215444,1,0.009974571,-1,-,0,245.707,0.095904252,#DIV/0!,0.095904252,#DIV/0!,-,-,-,-,-,-,-,-,1199.991935,1009.176407,0.840985991,0.191971982,2,0.5,0: Broadleaf,1531586461,400.0826774,410.818871,19.00066774,14.88699032,200.1677097,101.1156774,0.100007958,26.98828387,26.80145161,999.9,9996.877742,0,0.00152894,1199.991935,0.966994484,0.033005871,0,221.0499677,4.99999,4249.380645,11997.52581,47.812,49.82419355,48.933,49.312,49.75,1155.552258,39.43935484,0,2.700000048,222.1426538,9.715336489,28711.2025,6068.927308,15,1531585797,11:29:56,6,2.39,0.001,417,14,0.23,0.02,-10.73679512,0.249790244,0.060212984,1,263.7917941,-5.608917491,0.579827904,0,4.112520732,0.20278453,0.022080893,0,1,2,02-Jan,100,100,2.39,0.001,2,184.556,473.657,19.366,31.9789,30.0002,31.912,31.8351,15.2036,41.9208,0,19.3719,410.789,15.0188,99.9828,100.046
S16,2016,213,3,W,174,1531586476,13796.5,20180714 11:41:15,1531586463,0.004203037,9.048954672,400.0779032,333.2684578,33.7320268,40.49419692,0.262837224,3.430229963,0.252139311,0.158511952,193.734712,27.04685535,26.93727742,3.565995777,53.75743549,1.924541323,3.580046752,1.641454454,-185.3539288,12.37960947,0.778630912,21.53902356,-0.041917316,0.047055859,3.503787507,0,0,1,0,53451.12848,0,0,0,0,#DIV/0!,-1,RECT-303-20180714-11_42_46,222.3031923,242.931,0.084912208,0.5,1009.182116,9.048954672,42.84594108,1,0.009957524,-1,-,0,242.931,0.084912208,#DIV/0!,0.084912208,#DIV/0!,-,-,-,-,-,-,-,-,1199.99871,1009.182116,0.840986001,0.191972003,2,0.5,0: Broadleaf,1531586463,400.0779032,410.7996774,19.01424194,14.89447419,200.1627097,101.1157742,0.100005506,27.00421935,26.93727742,999.9,9997.020323,0,0.001538188,1199.99871,0.966994097,0.033006229,0,220.055129,4.99999,4235.210323,11997.59355,47.84025806,49.82012903,48.933,49.312,49.756,1155.558387,39.44,0,3.099999905,222.3031923,8.021490908,32255.37643,7859.488077,15,1531585797,11:29:56,6,2.39,0.001,417,14,0.23,0.02,-10.69672683,0.469973519,0.077599944,1,263.7917941,-5.608917491,0.579827904,0,4.121819756,0.130696516,0.01729589,0,1,2,02-Jan,100,100,2.39,0.001,2,184.516,473.969,19.3731,31.9778,30.0001,31.9115,31.8327,15.1998,41.5695,0,19.1561,410.841,15.068,99.9841,100.048
S16,2016,213,4,D,136,1531929893,11524.6,20180718 11:04:52,1531929885,0.007464763,14.60088112,399.7452258,347.1659238,35.26232291,40.60290561,0.570725257,3.433976298,0.522786778,0.330712615,193.7339391,26.30820595,26.0232871,3.378910879,54.9609037,1.966750944,3.578454523,1.412159934,-329.1960444,180.2002412,11.26949002,56.00762596,-0.041975641,0.047121334,3.507636193,2,1,1,0,53529.33568,0,0,0,0,#DIV/0!,-1,RECT-1450-20180718-11_06_25,287.8587308,344.336,0.164017905,0.5,1009.178052,14.60088112,82.76163475,1,0.015458998,-1,-,0,344.336,0.164017905,#DIV/0!,0.164017905,#DIV/0!,-,-,-,-,-,-,-,-,1199.993871,1009.178052,0.840986005,0.19197201,2,0.5,0: Broadleaf,1531929885,399.7452258,417.3134516,19.36312903,12.04984194,200.1896452,101.372,0.199958806,26.99664516,26.0232871,999.9,9985.627097,0,0.00152894,1199.993871,0.966997968,0.033001948,0,287.9587742,4.99999,4527.404194,11997.55806,47.125,49.2256129,48.25,48.75,49.187,1155.553871,39.44,0,195.5,287.8587308,-9.245572654,-163.097778,4525.463462,15,1531929548,10:59:08,9,2.31,-0.004,383,13,0.08,0.01,-17.51921951,-0.751785366,0.130086842,0,7.321469512,-0.187028153,0.019051033,0,0,2,0/2,100,100,2.31,-0.004,2,182.51,480.479,20.0722,30.979,29.9992,30.8716,30.7706,15.3752,50.9519,0,20.1276,417.421,12.0452,100.149,100.223,,,,
S16,2016,213,4,D,137,1531929897,11528.6,20180718 11:04:56,1531929886,0.007458306,14.62380781,399.7563871,346.8288457,35.22808376,40.60403759,0.567323483,3.436566798,0.519961906,0.328901321,193.7342784,26.31316915,26.05262903,3.384780968,54.93617626,1.96621548,3.579090527,1.418565488,-328.9112861,175.4605327,10.9665792,51.25010415,-0.042015989,0.047166628,3.510297496,1,0,1,0,53578.15709,0,0,0,0,#DIV/0!,-1,RECT-1451-20180718-11_06_29,291.4546154,343.07,0.150451467,0.5,1009.180181,14.62380781,75.91631908,1,0.015481683,-1,-,0,343.07,0.150451467,#DIV/0!,0.150451467,#DIV/0!,-,-,-,-,-,-,-,-,1199.996452,1009.180181,0.840985971,0.191971941,2,0.5,0: Broadleaf,1531929886,399.7563871,417.3455806,19.35785806,12.05062581,200.1832903,101.3720323,0.199922323,26.99967097,26.05262903,999.9,9995.222258,0,0.00152894,1199.996452,0.966998935,0.033000987,0,287.6433548,4.99999,4522.888387,11997.5871,47.13303226,49.22154839,48.25,48.75,49.187,1155.557742,39.43870968,0,3.5,291.4546154,50.2854452,35085.30666,7020.801538,15,1531929548,10:59:08,9,2.31,-0.004,383,13,0.08,0.01,-17.56425366,-0.593253659,0.12200932,0,7.30896,-0.225217631,0.022395087,0,0,2,0/2,100,100,2.31,-0.004,2,182.809,480.542,20.0859,30.9817,29.9992,30.8743,30.7743,15.3651,50.9519,0,20.1281,417.476,12.0452,100.15,100.223,,,,
S16,2016,213,4,D,138,1531929901,11532.6,20180718 11:05:00,1531929888,0.007457095,14.62122093,399.7655806,346.0862096,35.15262648,40.60494104,0.558555481,3.437799817,0.512598082,0.324187196,193.733694,26.32595455,26.15218387,3.40476414,54.89613389,1.966199921,3.581672846,1.438564219,-328.8578921,159.3482044,9.96153199,34.18553822,-0.042035198,0.047188192,3.511564224,1,0,1,0,53599.45728,0,0,0,0,#DIV/0!,-1,RECT-1452-20180718-11_06_33,294.6722308,339.839,0.132906374,0.5,1009.17719,14.62122093,67.06304054,1,0.015479166,-1,-,0,339.839,0.132906374,#DIV/0!,0.132906374,#DIV/0!,-,-,-,-,-,-,-,-,1199.992903,1009.17719,0.840985966,0.191971931,2,0.5,0: Broadleaf,1531929888,399.7655806,417.351871,19.35771935,12.05163226,200.1821935,101.3719677,0.199910903,27.01195161,26.15218387,999.9,9999.798387,0,0.001529248,1199.992903,0.966999065,0.033000842,0,287.1299355,4.99999,4515.556774,11997.55484,47.16525806,49.21951613,48.25,48.75,49.19309677,1155.554516,39.4383871,0,3.5,294.6722308,50.43544689,39666.95528,9503.778462,15,1531929548,10:59:08,9,2.31,-0.004,383,13,0.08,0.01,-17.60127317,-0.172195819,0.103810063,1,7.29968122,-0.156769965,0.019637023,0,1,2,02-Jan,100,100,2.31,-0.004,2,182.716,480.489,20.1015,30.9844,29.9994,30.8776,30.7779,15.3703,50.9519,0,20.1281,417.604,12.0689,100.148,100.223,,,,
S16,2016,213,4,W,118,1532102407,10455.5,20180720 11:00:06,1532102399,0.005017604,10.85765854,400.0202903,337.0462688,34.25131522,40.6508611,0.337882887,3.438414285,0.320461217,0.201778643,193.7362769,26.85525865,26.65152903,3.506557679,54.72703748,1.95819886,3.57811961,1.548358819,-221.2763367,63.679396,3.989772945,40.12910915,-0.042044772,0.04719894,3.512195494,3,1,1,0,53615.26793,0,0,0,0,#DIV/0!,-1,RECT-1984-20180720-11_01_40,190.4952308,222.738,0.144756482,0.5,1009.190013,10.85765854,73.04339784,1,0.011749679,-1,-,0,222.738,0.144756482,#DIV/0!,0.144756482,#DIV/0!,-,-,-,-,-,-,-,-,1200.008065,1009.190013,0.840986026,0.191972051,2,0.5,0: Broadleaf,1532102399,400.0202903,412.8732903,19.26943871,14.35303548,200.1836452,101.4220323,0.199965645,26.99505161,26.65152903,999.9,9997.13871,0,0.00152894,1200.008065,0.966991742,0.033007958,0,190.5402903,4.99999,4326.88871,11997.68387,46.562,48.812,47.71748387,48.175,48.625,1155.566774,39.44129032,0,283.3,190.4952308,-4.91692307,-113.1599998,4325.491923,15,1532101689,10:48:08,4,2.311,-0.015,411,12,0.28,0.01,-12.83630976,-0.105181882,0.100322168,1,4.923502439,-0.145496864,0.014386264,0,1,2,02-Jan,100,100,2.311,-0.015,2,180.165,484.685,20.298,29.9601,30.0005,29.8535,29.7703,15.3187,39.2006,0,20.3037,412.827,14.3793,100.308,100.381,,,,
S16,2016,213,4,W,119,1532102410,10459,20180720 11:00:10,1532102400,0.005014707,10.85679153,400.0213871,336.7726483,34.22337,40.65080703,0.336277872,3.437783183,0.319013787,0.200860839,193.7373066,26.85960148,26.68000645,3.51244216,54.70975214,1.958007312,3.578899986,1.554434848,-221.1485917,59.07790788,3.702746605,35.3693694,-0.042034939,0.047187901,3.511547136,3,1,1,0,53602.56735,0,0,0,0,#DIV/0!,-1,RECT-1985-20180720-11_01_43,192.5114231,220.946,0.12869469,0.5,1009.195432,10.85679153,64.93904653,1,0.011748757,-1,-,0,220.946,0.12869469,#DIV/0!,0.12869469,#DIV/0!,-,-,-,-,-,-,-,-,1200.014516,1009.195432,0.84098602,0.191972041,2,0.5,0: Broadleaf,1532102400,400.0213871,412.8722258,19.26763226,14.3541129,200.185871,101.4216129,0.199971194,26.99876452,26.68000645,999.9,9994.841935,0,0.00152894,1200.014516,0.966992129,0.033007574,0,190.3861613,4.99999,4322.854839,11997.74516,46.56606452,48.812,47.72154839,48.175,48.625,1155.573226,39.44129032,0,2.700000048,192.5114231,31.80490275,26469.69864,5980.808846,15,1532101689,10:48:08,4,2.311,-0.015,411,12,0.28,0.01,-12.82180732,0.161767944,0.103198533,1,4.913595854,-0.15312,0.015134669,0,1,2,02-Jan,100,100,2.311,-0.015,2,180.294,484.773,20.3029,29.9647,30.0005,29.8571,29.7748,15.32,39.2006,0,20.2985,412.809,14.3849,100.308,100.38,,,,
S16,2016,213,4,W,120,1532102414,10462.5,20180720 11:00:13,1532102401,0.005012799,10.85798236,400.0213548,335.9848772,34.14315646,40.65061445,0.331910265,3.438158205,0.315081405,0.198366754,193.7383181,26.87058113,26.76962581,3.531017106,54.67391796,1.957935582,3.581114461,1.573081524,-221.0644544,44.42492768,2.785452534,19.88424393,-0.042040782,0.047194461,3.511932412,3,1,1,0,53607.82297,0,0,0,0,#DIV/0!,-1,RECT-1986-20180720-11_01_47,194.1914615,218.693,0.112036226,0.5,1009.200842,10.85798236,56.53352701,1,0.011749874,-1,-,0,218.693,0.112036226,#DIV/0!,0.112036226,#DIV/0!,-,-,-,-,-,-,-,-,1200.020968,1009.200842,0.840986007,0.191972014,2,0.5,0: Broadleaf,1532102401,400.0213548,412.8727097,19.26701613,14.35532903,200.1844839,101.4211613,0.199949581,27.00929677,26.76962581,999.9,9996.275806,0,0.00152894,1200.020968,0.966992613,0.033007116,0,190.096,4.99999,4316.412258,11997.8129,46.58422581,48.81606452,47.72154839,48.175,48.629,1155.58,39.44096774,0,2.700000048,194.1914615,37.04001641,35356.09724,7617.171154,15,1532101689,10:48:08,4,2.311,-0.015,411,12,0.28,0.01,-12.81901463,0.86766899,0.107186388,0,4.907271707,-0.138679024,0.014107098,0,0,2,0/2,100,100,2.311,-0.015,2,180.198,484.967,20.3024,29.9699,30.0007,29.8617,29.778,15.3192,39.2006,0,20.2985,412.841,14.4852,100.308,100.379,,,,
S16,2016,214,3,D,52,1531059477,4408.4,20180708 09:17:56,1531059469,0.007532396,15.62688612,399.3012903,336.4921561,34.09972319,40.4647277,0.501075507,3.429308408,0.463666722,0.292919653,193.7307537,29.44876137,28.6533129,3.941793328,54.6001933,2.346593898,4.297775806,1.59519943,-332.1786473,277.0690394,17.85878972,156.4799354,-0.041902973,0.047039758,3.502840783,1,0,1,0,52881.37579,0,0,0,0,#DIV/0!,-1,RECT-1436-20180708-09_19_24,222.5751538,279.234,0.202908121,0.5,1009.163934,15.62688612,102.3837786,1,0.016475902,-1,-,0,279.234,0.202908121,#DIV/0!,0.202908121,#DIV/0!,-,-,-,-,-,-,-,-,1199.977419,1009.163934,0.84098577,0.191971539,2,0.5,0: Broadleaf,1531059469,399.3012903,417.921129,23.15591935,15.80376452,200.1583548,101.238871,0.099964339,30.15194839,28.6533129,999.9,9981.448387,0,0.00152894,1199.977419,0.966999645,0.032999955,0,222.6306452,4.99999,3540.535484,11997.40968,45.671,47.625,46.71951613,46.812,48,1155.546129,39.43,0,196.9000001,222.5751538,-5.586119662,-14.4523076,3539.782692,15,1531058963,9:09:23,3,-0.533,0.046,413,17,0.11,0.02,-18.60023659,-0.350101045,0.072549683,1,224.7270882,-6.248965068,0.636933156,0,7.354633902,-0.055543066,0.00584887,1,2,2,02-Feb,100,100,-0.533,0.046,2,181.997,518.657,27.0004,28.7338,30.0004,28.6107,28.5133,15.4275,47.4265,0,27,418.041,15.8576,100.403,100.41
S16,2016,214,3,D,53,1531059482,4413.4,20180708 09:18:01,1531059471,0.007527394,15.60682751,399.3649677,335.5188711,34.0010675,40.47115199,0.491638784,3.431895414,0.455596481,0.287765558,193.7311626,29.46490623,28.77019355,3.968600846,54.55124879,2.346444148,4.301357348,1.622156698,-331.958075,258.3391338,16.6498147,136.762036,-0.041943241,0.047084962,3.505498452,0,0,1,0,52927.59696,0,0,0,0,#DIV/0!,-1,RECT-1437-20180708-09_19_29,225.9006538,273.513,0.174077086,0.5,1009.166343,15.60682751,87.8363684,1,0.016455986,-1,-,0,273.513,0.174077086,#DIV/0!,0.174077086,#DIV/0!,-,-,-,-,-,-,-,-,1199.980323,1009.166343,0.840985743,0.191971486,2,0.5,0: Broadleaf,1531059471,399.3649677,417.9634839,23.15445806,15.80708065,200.1558065,101.2388387,0.099924716,30.16646774,28.77019355,999.9,9991.043548,0,0.00152894,1199.980323,0.967001194,0.032998406,0,222.0420968,4.99999,3533.845484,11997.45161,45.69112903,47.629,46.71951613,46.812,48,1155.55,39.42903226,0,4.700000048,225.9006538,29.88883772,21446.41004,5586.2,15,1531058963,9:09:23,3,-0.533,0.046,413,17,0.11,0.02,-18.57863659,0.377757491,0.095692031,1,224.7270882,-6.248965068,0.636933156,0,7.347962683,-0.096549826,0.00992097,1,2,2,02-Feb,100,100,-0.533,0.046,2,182.173,518.679,27.0005,28.738,30.0003,28.6149,28.5175,15.4322,47.4265,0,27,418.179,15.8591,100.402,100.409
S16,2016,214,3,D,54,1531059490,4421.4,20180708 09:18:09,1531059479,0.007583725,15.62732692,399.448871,331.6857485,33.61225938,40.47921601,0.462097784,3.436974894,0.430149419,0.271529529,193.7308636,29.5164438,29.25958387,4.082580697,54.49856227,2.352681063,4.31695987,1.729899634,-334.4422568,179.7377557,11.59857011,50.62493264,-0.042022346,0.047173765,3.510716749,1,0,1,0,53012.27147,0,0,0,0,#DIV/0!,-1,RECT-1438-20180708-09_19_37,227.1858462,272.213,0.165411475,0.5,1009.163749,15.62732692,83.4636321,1,0.016476342,-1,-,0,272.213,0.165411475,#DIV/0!,0.165411475,#DIV/0!,-,-,-,-,-,-,-,-,1199.977097,1009.163749,0.840985842,0.191971683,2,0.5,0: Broadleaf,1531059479,399.448871,418.0893871,23.21625484,15.81499677,200.1729677,101.2377419,0.099923403,30.22959677,29.25958387,999.9,10009.99516,0,0.00152894,1199.977097,0.966998581,0.033001268,0,219.7007419,4.99999,3505.735806,11997.40968,45.82625806,47.637,46.72764516,46.82419355,48.03622581,1155.543871,39.43290323,0,7.300000191,227.1858462,-79.59173776,-23775.4767,7560.014231,15,1531058963,9:09:23,3,-0.533,0.046,413,17,0.11,0.02,-18.6140561,-0.255574913,0.118148864,1,224.7270882,-6.248965068,0.636933156,0,7.38148122,0.515186551,0.071922641,0,1,2,02-Jan,100,100,-0.533,0.046,2,182.056,518.729,27.0005,28.7447,30.0004,28.6236,28.5248,15.4463,47.4265,0,27,418.683,15.7848,100.401,100.408
S16,2016,214,3,W,148,1531500481,9948.9,20180713 11:48:00,1531500473,0.005620634,6.236069842,400.2365161,362.8478403,36.87272741,40.67217804,0.377273011,3.439683453,0.355699322,0.224147517,193.7348658,26.72662675,26.61146129,3.498292788,54.07149459,1.935455109,3.579437048,1.562837679,-247.8699676,72.29536304,4.527161772,22.68742298,-0.04206455,0.047221142,3.513499368,2,1,1,0,53640.45747,0,0,0,0,#DIV/0!,-1,RECT-2915-20180713-11_49_31,250.3344615,271.268,0.077169214,0.5,1009.182929,6.236069842,38.93892693,1,0.007170226,-1,-,0,271.268,0.077169214,#DIV/0!,0.077169214,#DIV/0!,-,-,-,-,-,-,-,-,1199.999677,1009.182929,0.840986,0.191972001,2,0.5,0: Broadleaf,1531500473,400.2365161,408.715129,19.04593871,13.53692903,200.1660645,101.5203548,0.100003123,27.00131935,26.61146129,999.9,9992.154516,0,0.00152894,1199.999677,0.966992968,0.033007332,0,250.6063871,4.99999,4693.556774,11997.60968,47.812,50,49,49.391,49.772,1155.559677,39.44,0,191.0999999,250.3344615,-25.55637608,-412.5097437,4688.288077,15,1531499548,11:32:27,6,2.486,-0.023,417,11,0.09,0.01,-8.532452195,0.225138188,0.219985753,1,333.0775588,-102.1591801,10.09128135,0,5.521513171,-0.431149338,0.046852552,0,1,2,02-Jan,100,100,2.486,-0.023,2,183.221,474.727,19.5173,31.6875,30.0004,31.61,31.5292,15.1,48.4356,0,19.5183,408.699,13.6907,100.039,100.09
